"TradeNumber","common.Side","Quantity","Price","PnlForTrade","CumulativePnl"
"1405","Sell","2.4269","8.2499","0.0216","1004.0279"
"1406","Sell","2.4451","8.0887","-0.2218","1003.8061"
"1407","Sell","2.4957","7.972","-0.1045","1003.7016"
"1408","Sell","2.5095","8.0364","0.1674","1003.869"
"1409","Sell","2.4694","8.1075","0.0205","1003.8895"
"1410","Sell","2.4751","8.1032","0.0561","1003.9456"
"1411","Sell","2.4625","8.0973","-0.06","1003.8856"
"1412","Sell","2.4811","8.1057","0.1111","1003.9967"
"1413","Sell","2.4728","8.1203","0.0798","1004.0765"
"1414","Sell","2.4592","8.1489","0.0401","1004.1166"
"1415","Sell","2.4655","8.1306","0.0464","1004.163"
"1416","Sell","2.4632","8.0687","-0.1248","1004.0382"
"1417","Sell","2.4912","8.0205","-0.0194","1004.0188"
"1418","Sell","2.4928","7.9624","-0.1514","1003.8674"
"1419","Sell","2.5204","7.9731","0.0949","1003.9623"
"1420","Sell","2.5339","7.9397","0.118","1004.0803"
"1421","Sell","2.5253","7.9369","0.0427","1004.123"
"1422","Sell","2.5308","7.9245","0.0551","1004.1781"
"1423","Sell","2.5216","7.958","0.067","1004.2451"
"1424","Sell","2.5199","7.9084","-0.0715","1004.1736"
"1425","Sell","2.536","7.9181","0.0805","1004.2541"
"1426","Sell","2.528","7.9184","0.0179","1004.272"
"1427","Sell","2.525","7.971","0.1267","1004.3987"
"1428","Sell","2.4727","8.0994","0.0274","1004.4261"
"1429","Sell","2.462","8.0873","-0.089","1004.3371"
"1430","Sell","2.4818","8.1033","0.1108","1004.4479"
"1431","Sell","2.4751","8.1197","0.0967","1004.5446"
"1432","Sell","2.4744","8.0763","-0.0163","1004.5283"
"1433","Sell","2.4678","8.1611","0.1398","1004.6681"
"1434","Sell","2.4651","8.1001","-0.0323","1004.6358"
"1435","Sell","2.4744","8.085","0.0057","1004.6415"
"1436","Sell","2.477","8.105","0.0762","1004.7177"
"1437","Sell","2.4752","8.0791","-0.0022","1004.7155"
"1438","Sell","2.4783","7.9807","-0.2214","1004.4941"
"1439","Sell","2.5063","7.9706","-0.0233","1004.4708"
"1440","Sell","2.5077","7.9426","-0.0822","1004.3886"
"1441","Sell","2.52","7.9424","0.0149","1004.4035"
"1442","Sell","2.4995","7.9986","-0.0077","1004.3958"
"1443","Sell","2.5071","7.9609","-0.0409","1004.3549"
"1444","Sell","2.5111","7.975","0.0261","1004.381"
"1445","Sell","2.5046","7.988","0.0065","1004.3875"
"1446","Sell","2.499","8.0106","0.0187","1004.4062"
"1447","Sell","2.4962","7.9323","-0.199","1004.2072"
"1448","Sell","2.533","7.9436","0.121","1004.3282"
"1449","Sell","2.5036","8.0046","0.0401","1004.3683"
"1450","Sell","2.4974","8.0175","0.0232","1004.3915"
"1451","Sell","2.4437","8.22","0.0869","1004.4784"
"1452","Sell","2.4534","8.1801","0.0686","1004.547"
"1453","Sell","2.4482","8.2","0.0748","1004.6218"
"1454","Sell","2.4371","8.2269","0.0497","1004.6715"
"1455","Sell","2.4062","8.3278","0.0387","1004.7102"
"1456","Sell","2.4125","8.2777","-0.0304","1004.6798"
"1457","Sell","2.4072","8.2864","-0.0526","1004.6272"
"1458","Sell","2.4112","8.3392","0.1072","1004.7344"
"1459","Sell","2.3976","8.3876","0.1097","1004.8441"
"1460","Sell","2.3016","8.63","-0.1373","1004.7068"
"1461","Sell","2.3154","8.7","0.1437","1004.8505"
"1462","Sell","2.2956","8.7073","-0.0117","1004.8388"
"1463","Sell","2.3125","8.6302","-0.043","1004.7958"
"1464","Sell","2.3253","8.6368","0.0834","1004.8792"
"1465","Sell","2.3228","8.6514","0.0954","1004.9746"
"1466","Sell","2.3166","8.6424","0.0211","1004.9957"
"1467","Sell","2.3289","8.6936","0.2467","1005.2424"
"1468","Sell","2.3028","8.7195","0.0793","1005.3217"
"1469","Sell","2.3021","8.75","0.1431","1005.4648"
"1470","Sell","2.2832","8.7577","-0.0046","1005.4602"
"1471","Sell","2.2993","8.6135","-0.1948","1005.2654"
"1472","Sell","2.3576","8.5339","0.1192","1005.3846"
"1473","Sell","2.3552","8.381","-0.2611","1005.1235"
"1474","Sell","2.395","8.397","0.1108","1005.2343"
"1475","Sell","2.358","8.5009","0.0455","1005.2798"
"1476","Sell","2.3537","8.5319","0.0811","1005.3609"
"1477","Sell","2.3202","8.6461","0.0605","1005.4214"
"1478","Sell","2.3191","8.6462","0.0512","1005.4726"
"1479","Sell","2.3356","8.5831","0.0469","1005.5195"
"1480","Sell","2.3343","8.5314","-0.0851","1005.4344"
"1481","Sell","2.3421","8.5377","-0.0042","1005.4302"
"1482","Sell","2.3421","8.5452","0.0141","1005.4443"
"1483","Sell","2.3492","8.5408","0.0638","1005.5081"
"1484","Sell","2.3466","8.4769","-0.1076","1005.4005"
"1485","Sell","2.3773","8.45","0.0879","1005.4884"
"1486","Sell","2.3579","8.4976","0.0368","1005.5252"
"1487","Sell","2.3474","8.4713","-0.1142","1005.411"
"1488","Sell","2.3691","8.4381","-0.0097","1005.4013"
"1489","Sell","2.3386","8.5632","0.0255","1005.4268"
"1490","Sell","2.2967","8.655","-0.1216","1005.3052"
"1491","Sell","2.3055","8.6938","0.0436","1005.3488"
"1492","Sell","2.302","8.7243","0.0835","1005.4323"
"1493","Sell","2.3035","8.7333","0.1169","1005.5492"
"1494","Sell","2.3001","8.7247","0.0678","1005.617"
"1495","Sell","2.3031","8.7102","0.0607","1005.6777"
"1496","Sell","2.3106","8.6624","0.0155","1005.6932"
"1497","Sell","2.3129","8.6116","-0.0825","1005.6107"
"1498","Sell","2.3289","8.6211","0.0772","1005.6879"
"1499","Sell","2.3087","8.6896","0.0615","1005.7494"
"1500","Sell","2.3072","8.6574","-0.0254","1005.724"
"1501","Sell","2.3234","8.58","-0.0652","1005.6588"
"1502","Sell","2.3399","8.5671","0.0459","1005.7047"
"1503","Sell","2.3154","8.5778","-0.1393","1005.5654"
"1504","Sell","2.3195","8.6195","-0.007","1005.5584"
"1505","Sell","2.3241","8.5827","-0.0527","1005.5057"
"1506","Sell","2.3354","8.5377","-0.0613","1005.4444"
"1507","Sell","2.3572","8.5026","0.0422","1005.4866"
"1508","Sell","2.3544","8.5107","0.0374","1005.524"
"1509","Sell","2.3524","8.5149","0.0306","1005.5546"
"1510","Sell","2.3546","8.4584","-0.0837","1005.4709"
"1511","Sell","2.3806","8.4123","0.0267","1005.4976"
"1512","Sell","2.374","8.4457","0.05","1005.5476"
"1513","Sell","2.3697","8.4779","0.0897","1005.6373"
"1514","Sell","2.3524","8.4404","-0.145","1005.4923"
"1515","Sell","2.3728","8.4268","-0.0045","1005.4878"
"1516","Sell","2.3818","8.2998","-0.2315","1005.2563"
"1517","Sell","2.4025","8.3253","0.0017","1005.258"
"1518","Sell","2.4054","8.2952","-0.0464","1005.2116"
"1519","Sell","2.4446","8.1939","0.0308","1005.2424"
"1520","Sell","2.4252","8.3448","0.2372","1005.4796"
"1521","Sell","2.3952","8.356","0.0144","1005.494"
"1522","Sell","2.4033","8.2593","-0.15","1005.344"
"1523","Sell","2.4474","8.0717","-0.245","1005.099"
"1524","Sell","2.4758","8.1483","0.1731","1005.2721"
"1525","Sell","2.4541","8.0972","-0.1285","1005.1436"
"1526","Sell","2.4559","8.1553","0.0282","1005.1718"
"1527","Sell","2.4385","8.1741","-0.067","1005.1048"
"1528","Sell","2.4519","8.2","0.1051","1005.2099"
"1529","Sell","2.4428","8.2314","0.1074","1005.3173"
"1530","Sell","2.4342","8.2542","0.0919","1005.4092"
"1531","Sell","2.4358","8.225","0.0346","1005.4438"
"1532","Sell","2.4344","8.2304","0.0358","1005.4796"
"1533","Sell","2.4259","8.2572","0.0313","1005.5109"
"1534","Sell","2.431","8.2035","-0.0573","1005.4536"
"1535","Sell","2.4347","8.2145","2.0E-4","1005.4538"
"1536","Sell","2.4268","8.2557","0.0347","1005.4885"
"1537","Sell","2.423","8.2462","-0.0194","1005.4691"
"1538","Sell","2.4217","8.257","-0.0039","1005.4652"
"1539","Sell","2.4209","8.2822","0.0503","1005.5155"
"1540","Sell","2.4264","8.2562","0.0325","1005.548"
"1541","Sell","2.4216","8.2206","-0.0931","1005.4549"
"1542","Sell","2.4358","8.1983","-0.0309","1005.424"
"1543","Sell","2.4369","8.2204","0.0322","1005.4562"
"1544","Sell","2.4316","8.226","0.0024","1005.4586"
"1545","Sell","2.4298","8.2275","-0.0087","1005.4499"
"1546","Sell","2.4414","8.185","-0.0168","1005.4331"
"1547","Sell","2.4516","8.0814","-0.1876","1005.2455"
"1548","Sell","2.435","8.2783","0.1573","1005.4028"
"1549","Sell","2.3378","8.5853","0.0705","1005.4733"
"1550","Sell","2.3315","8.6368","0.137","1005.6103"
"1551","Sell","2.2979","8.6963","-0.0168","1005.5935"
"1552","Sell","2.3096","8.606","-0.1235","1005.47"
"1553","Sell","2.33","8.595","0.0266","1005.4966"
"1554","Sell","2.3352","8.5649","7.0E-4","1005.4973"
"1555","Sell","2.3274","8.595","0.004","1005.5013"
"1556","Sell","2.3244","8.6041","-2.0E-4","1005.5011"
"1557","Sell","2.3059","8.7022","0.0663","1005.5674"
"1558","Sell","2.3102","8.6689","0.027","1005.5944"
"1559","Sell","2.3041","8.6721","-0.0182","1005.5762"
"1560","Sell","2.3065","8.6448","-0.061","1005.5152"
"1561","Sell","2.3146","8.6165","-0.0564","1005.4588"
"1562","Sell","2.3194","8.6172","-0.0135","1005.4453"
"1563","Sell","2.3251","8.5883","-0.0316","1005.4137"
"1564","Sell","2.3364","8.4695","-0.2117","1005.202"
"1565","Sell","2.3563","8.277","-0.4967","1004.7053"
"1566","Sell","2.4362","8.274","0.1569","1004.8622"
"1567","Sell","2.4006","8.3774","0.111","1004.9732"
"1568","Sell","2.3934","8.3858","0.0703","1005.0435"
"1569","Sell","2.3924","8.3434","-0.039","1005.0045"
"1570","Sell","2.3952","8.378","0.0672","1005.0717"
"1571","Sell","2.3928","8.4436","0.2039","1005.2756"
"1572","Sell","2.3425","8.5482","0.0241","1005.2997"
"1573","Sell","2.3551","8.4702","-0.0515","1005.2482"
"1574","Sell","2.3583","8.4642","-0.0391","1005.2091"
"1575","Sell","2.3624","8.4923","0.0623","1005.2714"
"1576","Sell","2.3593","8.4904","0.0316","1005.303"
"1577","Sell","2.357","8.4036","-0.1928","1005.1102"
"1578","Sell","2.3866","8.3915","0.0272","1005.1374"
"1579","Sell","2.39","8.354","-0.0337","1005.1037"
"1580","Sell","2.3993","8.3139","-0.0522","1005.0515"
"1581","Sell","2.4125","8.2968","0.0159","1005.0674"
"1582","Sell","2.4113","8.3044","0.0241","1005.0915"
"1583","Sell","2.404","8.3272","0.019","1005.1105"
"1584","Sell","2.3753","8.4159","-0.01","1005.1005"
"1585","Sell","2.3808","8.3987","-0.0045","1005.096"
"1586","Sell","2.3847","8.4049","0.0429","1005.1389"
"1587","Sell","2.3753","8.4121","-0.0185","1005.1204"
"1588","Sell","2.3813","8.3435","-0.1311","1004.9893"
"1589","Sell","2.4017","8.3342","0.0163","1005.0056"
"1590","Sell","2.4004","8.3198","-0.0295","1004.9761"
"1591","Sell","2.3885","8.3808","0.0172","1004.9933"
"1592","Sell","2.3946","8.3419","-0.0244","1004.9689"
"1593","Sell","2.395","8.2848","-0.1576","1004.8113"
"1594","Sell","2.4088","8.2562","-0.1126","1004.6987"
"1595","Sell","2.4171","8.3785","0.2511","1004.9498"
"1596","Sell","2.3554","8.4444","-0.1099","1004.8399"
"1597","Sell","2.3741","8.4419","0.042","1004.8819"
"1598","Sell","2.3669","8.4717","0.0513","1004.9332"
"1599","Sell","2.3619","8.3822","-0.2022","1004.731"
"1600","Sell","2.3853","8.3822","-0.006","1004.725"
"1601","Sell","2.3935","8.4081","0.1251","1004.8501"
"1602","Sell","2.3862","8.3603","-0.0502","1004.7999"
"1603","Sell","2.3883","8.3802","0.0146","1004.8145"
"1604","Sell","2.3892","8.367","-0.0096","1004.8049"
"1605","Sell","2.3903","8.3107","-0.1345","1004.6704"
"1606","Sell","2.3997","8.3654","0.0741","1004.7445"
"1607","Sell","2.3988","8.3288","-0.0209","1004.7236"
"1608","Sell","2.3997","8.335","0.0012","1004.7248"
"1609","Sell","2.373","8.4","-0.0666","1004.6582"
"1610","Sell","2.3883","8.3928","0.0447","1004.7029"
"1611","Sell","2.3864","8.4195","0.0918","1004.7947"
"1612","Sell","2.3741","8.4337","0.0226","1004.8173"
"1613","Sell","2.3815","8.3918","-0.0148","1004.8025"
"1614","Sell","2.3875","8.3758","-0.0026","1004.7999"
"1615","Sell","2.3848","8.3734","-0.0312","1004.7687"
"1616","Sell","2.3954","8.3924","0.1029","1004.8716"
"1617","Sell","2.3626","8.4791","0.0331","1004.9047"
"1618","Sell","2.3458","8.528","0.0047","1004.9094"
"1619","Sell","2.3517","8.4646","-0.0937","1004.8157"
"1620","Sell","2.3564","8.4936","0.0139","1004.8296"
"1621","Sell","2.3571","8.5026","0.0412","1004.8708"
"1622","Sell","2.3487","8.444","-0.167","1004.7038"
"1623","Sell","2.3687","8.4416","-0.0047","1004.6991"
"1624","Sell","2.3654","8.4662","0.026","1004.7251"
"1625","Sell","2.3572","8.4202","-0.1518","1004.5733"
"1626","Sell","2.3825","8.4013","0.0164","1004.5897"
"1627","Sell","2.3731","8.4398","0.0282","1004.6179"
"1628","Sell","2.3741","8.4036","-0.0494","1004.5685"
"1629","Sell","2.3801","8.3649","-0.0908","1004.4777"
"1630","Sell","2.3962","8.3547","0.0196","1004.4973"
"1631","Sell","2.388","8.3528","-0.0532","1004.4441"
"1632","Sell","2.3915","8.344","-0.0454","1004.3987"
"1633","Sell","2.3971","8.3492","0.0137","1004.4124"
"1634","Sell","2.3987","8.283","-0.1311","1004.2813"
"1635","Sell","2.4071","8.3377","0.0692","1004.3505"
"1636","Sell","2.4075","8.3119","0.0108","1004.3613"
"1637","Sell","2.4084","8.2739","-0.0729","1004.2884"
"1638","Sell","2.4002","8.3339","0.0034","1004.2918"
"1639","Sell","2.4003","8.3397","0.0178","1004.3096"
"1640","Sell","2.4048","8.3284","0.0279","1004.3375"
"1641","Sell","2.4107","8.2585","-0.0908","1004.2467"
"1642","Sell","2.4299","8.2715","0.0988","1004.3455"
"1643","Sell","2.4206","8.2792","0.0404","1004.3859"
"1644","Sell","2.4188","8.2838","0.0372","1004.4231"
"1645","Sell","2.3971","8.372","0.0687","1004.4918"
"1646","Sell","2.3819","8.3682","-0.068","1004.4238"
"1647","Sell","2.3913","8.3517","-0.0287","1004.3951"
"1648","Sell","2.3988","8.352","0.0345","1004.4296"
"1649","Sell","2.4","8.3452","0.0281","1004.4577"
"1650","Sell","2.3977","8.3527","0.0271","1004.4848"
"1651","Sell","2.3952","8.2901","-0.1431","1004.3417"
"1652","Sell","2.4125","8.2957","0.013","1004.3547"
"1653","Sell","2.4187","8.287","0.0435","1004.3982"
"1654","Sell","2.4121","8.32","0.0689","1004.4671"
"1655","Sell","2.4043","8.3062","-0.0296","1004.4375"
"1656","Sell","2.4147","8.2985","0.0386","1004.4761"
"1657","Sell","2.4105","8.291","-0.0142","1004.4619"
"1658","Sell","2.4169","8.2889","0.0336","1004.4955"
"1659","Sell","2.4173","8.2107","-0.1521","1004.3434"
"1660","Sell","2.4315","7.8988","-0.7936","1003.5498"
"1661","Sell","2.534","7.9293","0.0926","1003.6424"
"1662","Sell","2.5243","7.9504","0.0688","1003.7112"
"1663","Sell","2.5334","7.9245","0.0762","1003.7874"
"1664","Sell","2.5191","7.9499","0.0262","1003.8136"
"1665","Sell","2.5141","7.9659","0.0274","1003.841"
"1666","Sell","2.5155","7.9366","-0.0352","1003.8058"
"1667","Sell","2.5311","7.921","0.0491","1003.8549"
"1668","Sell","2.5269","7.8491","-0.1661","1003.6888"
"1669","Sell","2.545","7.8425","-0.0407","1003.6481"
"1670","Sell","2.5366","7.8574","-0.0689","1003.5792"
"1671","Sell","2.556","7.8225","-0.0054","1003.5738"
"1672","Sell","2.5641","7.8466","0.1194","1003.6932"
"1673","Sell","2.5432","7.8615","-0.0069","1003.6863"
"1674","Sell","2.5462","7.8564","0.0038","1003.6901"
"1675","Sell","2.5504","7.8474","0.014","1003.7041"
"1676","Sell","2.5549","7.8372","0.0235","1003.7276"
"1677","Sell","2.5524","7.8571","0.0545","1003.7821"
"1678","Sell","2.5329","7.9005","0.0114","1003.7935"
"1679","Sell","2.5361","7.8841","-0.0048","1003.7887"
"1680","Sell","2.5362","7.8691","-0.0421","1003.7466"
"1681","Sell","2.5401","7.8143","-0.1504","1003.5962"
"1682","Sell","2.5565","7.8403","0.0437","1003.6399"
"1683","Sell","2.548","7.8744","0.0639","1003.7038"
"1684","Sell","2.5485","7.8559","0.0212","1003.725"
"1685","Sell","2.5521","7.8405","0.0097","1003.7347"
"1686","Sell","2.5439","7.8835","0.0548","1003.7895"
"1687","Sell","2.5359","7.8895","0.0066","1003.7961"
"1688","Sell","2.5369","7.9003","0.0421","1003.8382"
"1689","Sell","2.5115","7.9449","-0.0462","1003.792"
"1690","Sell","2.5131","7.9423","-0.0405","1003.7515"
"1691","Sell","2.5214","7.9719","0.1","1003.8515"
"1692","Sell","2.5189","7.9455","0.0139","1003.8654"
"1693","Sell","2.4777","8.1033","0.0777","1003.9431"
"1694","Sell","2.4817","8.0869","0.0691","1004.0122"
"1695","Sell","2.4768","8.076","0.003","1004.0152"
"1696","Sell","2.4828","8.0568","0.0037","1004.0189"
"1697","Sell","2.4843","8.0179","-0.0811","1003.9378"
"1698","Sell","2.4985","8.0138","0.0227","1003.9605"
"1699","Sell","2.4963","8.0067","-0.0127","1003.9478"
"1700","Sell","2.4966","8.0073","-0.0087","1003.9391"
"1701","Sell","2.5031","7.9966","0.0165","1003.9556"
"1702","Sell","2.5131","7.9453","-0.0327","1003.9229"
"1703","Sell","2.5222","7.9102","-0.0492","1003.8737"
"1704","Sell","2.5283","7.9121","0.004","1003.8777"
"1705","Sell","2.5294","7.916","0.023","1003.9007"
"1706","Sell","2.5243","7.9092","-0.0348","1003.8659"
"1707","Sell","2.5286","7.9126","0.0078","1003.8737"
"1708","Sell","2.5268","7.9189","0.0096","1003.8833"
"1709","Sell","2.52","7.9479","0.0285","1003.9118"
"1710","Sell","2.515","7.941","-0.0284","1003.8834"
"1711","Sell","2.5234","7.9077","-0.0454","1003.838"
"1712","Sell","2.532","7.905","0.0154","1003.8534"
"1713","Sell","2.5235","7.9335","0.0199","1003.8733"
"1714","Sell","2.5216","7.9414","0.0252","1003.8985"
"1715","Sell","2.5159","7.9311","-0.0458","1003.8527"
"1716","Sell","2.5176","7.9467","0.0065","1003.8592"
"1717","Sell","2.521","7.9352","0.0045","1003.8637"
"1718","Sell","2.4932","7.9983","-0.0582","1003.8055"
"1719","Sell","2.4969","8.0077","-0.0055","1003.8"
"1720","Sell","2.4968","8.01","-7.0E-4","1003.7993"
"1721","Sell","2.4749","8.0825","0.0032","1003.8025"
"1722","Sell","2.4559","8.1646","0.0515","1003.854"
"1723","Sell","2.4585","8.0978","-0.0918","1003.7622"
"1724","Sell","2.4706","8.1116","0.0403","1003.8025"
"1725","Sell","2.4654","8.1491","0.0906","1003.8931"
"1726","Sell","2.4571","8.1382","-0.0037","1003.8894"
"1727","Sell","2.4611","8.1166","-0.0241","1003.8653"
"1728","Sell","2.4628","8.1028","-0.0448","1003.8205"
"1729","Sell","2.4735","8.098","0.0307","1003.8512"
"1730","Sell","2.4643","8.0472","-0.1689","1003.6823"
"1731","Sell","2.4899","8.066","0.0836","1003.7659"
"1732","Sell","2.4805","8.0592","-0.0094","1003.7565"
"1733","Sell","2.4783","8.0967","0.0661","1003.8226"
"1734","Sell","2.4813","8.0634","0.0077","1003.8303"
"1735","Sell","2.4819","8.0662","0.0194","1003.8497"
"1736","Sell","2.4748","8.0861","0.0111","1003.8608"
"1737","Sell","2.4724","8.0899","0.0017","1003.8625"
"1738","Sell","2.476","7.9744","-0.2547","1003.6078"
"1739","Sell","2.5077","7.97","-0.0138","1003.594"
"1740","Sell","2.5119","7.9547","-0.0183","1003.5757"
"1741","Sell","2.5121","7.96","-0.0035","1003.5722"
"1742","Sell","2.5048","7.962","-0.057","1003.5152"
"1743","Sell","2.5106","7.9703","0.01","1003.5252"
"1744","Sell","2.5133","7.9835","0.0647","1003.5899"
"1745","Sell","2.5005","8.0352","0.0917","1003.6816"
"1746","Sell","2.489","8.0459","0.0259","1003.7075"
"1747","Sell","2.4948","8.0312","0.0362","1003.7437"
"1748","Sell","2.4916","8.0096","-0.0436","1003.7001"
"1749","Sell","2.499","7.9504","-0.1321","1003.568"
"1750","Sell","2.5185","7.9693","0.0709","1003.6389"
"1751","Sell","2.5083","7.9713","-0.0055","1003.6334"
"1752","Sell","2.5095","7.975","0.0136","1003.647"
"1753","Sell","2.5044","7.9859","-5.0E-4","1003.6465"
"1754","Sell","2.5159","7.9447","-0.0121","1003.6344"
"1755","Sell","2.5223","7.8895","-0.1003","1003.5341"
"1756","Sell","2.544","7.8988","0.0943","1003.6284"
"1757","Sell","2.5444","7.8793","0.0483","1003.6767"
"1758","Sell","2.5412","7.8736","0.0084","1003.6851"
"1759","Sell","2.5462","7.8497","-0.0127","1003.6724"
"1760","Sell","2.5411","7.8849","0.0361","1003.7085"
"1761","Sell","2.5427","7.8723","0.0165","1003.725"
"1762","Sell","2.5434","7.8844","0.0533","1003.7783"
"1763","Sell","2.5337","7.8942","0.0018","1003.7801"
"1764","Sell","2.5344","7.8788","-0.0322","1003.7479"
"1765","Sell","2.5454","7.8675","0.0262","1003.7741"
"1766","Sell","2.5303","7.8993","-0.0124","1003.7617"
"1767","Sell","2.5337","7.8952","0.0043","1003.766"
"1768","Sell","2.5289","7.9685","0.151","1003.917"
"1769","Sell","2.5095","7.9623","-0.0186","1003.8984"
"1770","Sell","2.5135","7.9184","-0.0972","1003.8012"
"1771","Sell","2.5237","7.926","0.0028","1003.804"
"1772","Sell","2.5219","7.9363","0.0144","1003.8184"
"1773","Sell","2.5194","7.9524","0.035","1003.8534"
"1774","Sell","2.5142","7.9558","0.0025","1003.8559"
"1775","Sell","2.5172","7.9297","-0.0395","1003.8164"
"1776","Sell","2.5249","7.9257","0.0119","1003.8283"
"1777","Sell","2.5221","7.9299","-3.0E-4","1003.828"
"1778","Sell","2.5163","7.964","0.0395","1003.8675"
"1779","Sell","2.5142","7.9465","-0.0209","1003.8466"
"1780","Sell","2.5192","7.9452","0.0159","1003.8625"
"1781","Sell","2.5153","7.9633","0.0299","1003.8924"
"1782","Sell","2.5159","7.8804","-0.1734","1003.719"
"1783","Sell","2.5484","7.8426","-0.0138","1003.7052"
"1784","Sell","2.545","7.8684","0.0247","1003.7299"
"1785","Sell","2.541","7.8614","-0.0241","1003.7058"
"1786","Sell","2.551","7.8429","0.0069","1003.7127"
"1787","Sell","2.553","7.8641","0.0767","1003.7894"
"1788","Sell","2.5461","7.8545","-0.0013","1003.7881"
"1789","Sell","2.5449","7.8584","-0.0015","1003.7866"
